391.00;31.00;-629.00;-0.09;0.68;0.15:-1598.00;1681.00;-2272.00;0.10;0.04;0.69:-3968.00;2105.00;-1950.00;0.06;0.14;0.64:-11493.00;1161.00;-3242.00;0.28;-0.61;0.44:5323.00;4834.00;-1071.00;-0.05;0.26;0.46:1148.00;-10636.00;-4434.00;-0.11;0.01;-0.56
379.00;-272.00;-560.00;-0.09;0.67;0.14:-1183.00;1542.00;-2047.00;0.10;0.03;0.69:-3560.00;1982.00;-1966.00;0.08;0.13;0.64:-11149.00;1137.00;-3423.00;0.29;-0.63;0.44:5797.00;5192.00;-995.00;-0.04;0.26;0.47:1263.00;-10435.00;-4358.00;-0.11;0.02;-0.58
545.00;-374.00;-570.00;-0.10;0.67;0.12:-868.00;1310.00;-1843.00;0.11;0.03;0.70:-3289.00;1768.00;-1857.00;0.08;0.11;0.64:-10808.00;1085.00;-3204.00;0.31;-0.65;0.44:6180.00;4845.00;-1159.00;-0.03;0.26;0.47:1289.00;-10027.00;-4385.00;-0.11;0.03;-0.59
797.00;-496.00;-658.00;-0.10;0.66;0.11:-762.00;1092.00;-1775.00;0.11;0.02;0.70:-3050.00;1456.00;-1773.00;0.09;0.10;0.64:-10607.00;834.00;-2989.00;0.32;-0.67;0.43:5986.00;4462.00;-1120.00;-0.03;0.25;0.47:1068.00;-9493.00;-4364.00;-0.11;0.03;-0.60
1106.00;-538.00;-670.00;-0.11;0.65;0.11:-247.00;847.00;-1629.00;0.12;0.01;0.70:-2595.00;1244.00;-1666.00;0.10;0.09;0.64:-10111.00;733.00;-2852.00;0.34;-0.69;0.44:6365.00;4417.00;-963.00;-0.03;0.25;0.48:921.00;-9064.00;-4289.00;-0.11;0.03;-0.62
1386.00;-542.00;-747.00;-0.12;0.63;0.11:-76.00;1194.00;-1468.00;0.12;-0.00;0.71:-2527.00;1777.00;-1391.00;0.11;0.06;0.65:-10171.00;1158.00;-2360.00;0.36;-0.73;0.44:5482.00;3969.00;-948.00;-0.02;0.25;0.49:714.00;-8907.00;-4023.00;-0.12;0.04;-0.65
1310.00;-650.00;-805.00;-0.12;0.62;0.10:-67.00;1386.00;-1245.00;0.13;-0.01;0.72:-2460.00;1753.00;-1408.00;0.12;0.06;0.65:-10108.00;1276.00;-2284.00;0.38;-0.75;0.44:5861.00;4464.00;-663.00;-0.01;0.25;0.50:842.00;-8963.00;-3982.00;-0.12;0.04;-0.67
845.00;-881.00;-1084.00;-0.13;0.61;0.09:-158.00;1060.00;-1241.00;0.13;-0.02;0.72:-2398.00;1419.00;-1395.00;0.12;0.05;0.66:-10115.00;1113.00;-2116.00;0.40;-0.77;0.45:5747.00;4344.00;-534.00;-0.01;0.25;0.51:1119.00;-8824.00;-4134.00;-0.13;0.04;-0.69
251.00;-1175.00;-1298.00;-0.14;0.60;0.09:-453.00;546.00;-1507.00;0.13;-0.03;0.72:-2579.00;939.00;-1441.00;0.13;0.04;0.66:-10231.00;661.00;-2134.00;0.42;-0.79;0.45:5612.00;3881.00;-657.00;-0.00;0.25;0.51:1556.00;-8724.00;-4275.00;-0.13;0.05;-0.71
-313.00;-935.00;-893.00;-0.14;0.60;0.09:-990.00;357.00;-1771.00;0.13;-0.04;0.72:-3099.00;785.00;-1523.00;0.13;0.03;0.67:-10270.00;694.00;-1974.00;0.44;-0.81;0.47:5479.00;3954.00;-651.00;-0.01;0.26;0.52:1987.00;-8902.00;-4321.00;-0.13;0.05;-0.73
-731.00;-553.00;-235.00;-0.14;0.60;0.10:-1932.00;489.00;-1922.00;0.13;-0.04;0.73:-3861.00;766.00;-1648.00;0.13;0.02;0.68:-10265.00;783.00;-1853.00;0.45;-0.83;0.48:4925.00;3680.00;-914.00;-0.01;0.26;0.52:2450.00;-9206.00;-4383.00;-0.12;0.05;-0.75
-1230.00;-528.00;119.00;-0.13;0.60;0.10:-2635.00;513.00;-2111.00;0.13;-0.05;0.73:-4628.00;363.00;-2133.00;0.13;0.01;0.69:-10229.00;217.00;-2312.00;0.47;-0.84;0.49:4407.00;2964.00;-1578.00;-0.02;0.26;0.51:2819.00;-9432.00;-4426.00;-0.11;0.05;-0.77
-1584.00;-480.00;293.00;-0.12;0.60;0.11:-3121.00;209.00;-2394.00;0.14;-0.05;0.74:-4899.00;-84.00;-2405.00;0.13;0.01;0.70:-10204.00;-456.00;-2700.00;0.48;-0.85;0.49:4123.00;2135.00;-2117.00;-0.04;0.27;0.52:3073.00;-9523.00;-4555.00;-0.10;0.06;-0.79
-1787.00;-642.00;203.00;-0.10;0.61;0.11:-3561.00;-168.00;-2769.00;0.15;-0.05;0.74:-5125.00;-532.00;-2558.00;0.14;0.00;0.71:-10176.00;-719.00;-2729.00;0.50;-0.86;0.50:3971.00;1673.00;-2258.00;-0.05;0.27;0.53:3034.00;-9421.00;-4598.00;-0.08;0.06;-0.82
-1523.00;-925.00;67.00;-0.08;0.61;0.13:-3213.00;-423.00;-2807.00;0.16;-0.04;0.75:-4797.00;-499.00;-2323.00;0.14;-0.00;0.72:-10157.00;-535.00;-2581.00;0.52;-0.86;0.50:4145.00;1883.00;-2097.00;-0.07;0.28;0.54:2760.00;-9235.00;-4434.00;-0.07;0.07;-0.85
-1289.00;-692.00;-86.00;-0.06;0.61;0.15:-2527.00;-294.00;-2272.00;0.17;-0.04;0.77:-4195.00;-307.00;-1944.00;0.15;-0.00;0.73:-10144.00;-133.00;-2269.00;0.54;-0.87;0.50:4508.00;2428.00;-1651.00;-0.08;0.29;0.55:2310.00;-8830.00;-4058.00;-0.05;0.08;-0.88
-622.00;-271.00;30.00;-0.03;0.61;0.18:-2083.00;121.00;-1987.00;0.19;-0.04;0.77:-4421.00;-156.00;-1996.00;0.17;-0.01;0.74:-10126.00;109.00;-2188.00;0.55;-0.87;0.49:4714.00;2814.00;-1173.00;-0.09;0.30;0.56:1731.00;-8354.00;-3324.00;-0.04;0.09;-0.92
647.00;-346.00;328.00;0.01;0.60;0.21:-1358.00;920.00;-1928.00;0.20;-0.05;0.79:-3564.00;535.00;-2201.00;0.18;-0.01;0.75:-10132.00;493.00;-2587.00;0.57;-0.87;0.48:4062.00;3375.00;-1067.00;-0.10;0.30;0.58:987.00;-8249.00;-2308.00;-0.02;0.10;-0.95
1394.00;-496.00;280.00;0.03;0.60;0.21:711.00;1458.00;-949.00;0.21;-0.04;0.84:-1504.00;2465.00;-1093.00;0.20;-0.01;0.77:-8291.00;3132.00;-1882.00;0.59;-0.86;0.49:5280.00;5894.00;-489.00;-0.08;0.31;0.58:747.00;-8594.00;-1533.00;-0.00;0.11;-0.98
1429.00;-1070.00;-723.00;0.04;0.60;0.19:978.00;1539.00;-587.00;0.20;-0.04;0.85:-1244.00;2660.00;-525.00;0.20;-0.01;0.78:-8510.00;3395.00;-1074.00;0.59;-0.87;0.50:5687.00;5260.00;-451.00;-0.08;0.31;0.56:666.00;-8411.00;-1207.00;-0.00;0.11;-0.98
1563.00;-1888.00;-1506.00;0.03;0.62;0.18:980.00;1914.00;206.00;0.19;-0.03;0.86:-725.00;2258.00;-221.00;0.19;-0.01;0.77:-8574.00;2847.00;-1140.00;0.59;-0.87;0.50:5532.00;4779.00;-464.00;-0.08;0.31;0.55:179.00;-7672.00;-1241.00;-0.00;0.11;-0.99
1772.00;-1048.00;-1149.00;0.03;0.65;0.19:1366.00;1748.00;611.00;0.19;-0.03;0.86:-487.00;2000.00;-74.00;0.19;-0.01;0.77:-7886.00;1868.00;-1223.00;0.59;-0.88;0.50:6222.00;4162.00;-256.00;-0.07;0.31;0.54:-228.00;-7086.00;-1491.00;-0.01;0.10;-0.99
1935.00;-332.00;-277.00;0.02;0.65;0.21:1135.00;1030.00;21.00;0.20;-0.04;0.84:-146.00;1419.00;115.00;0.20;-0.03;0.76:-7585.00;1651.00;-759.00;0.59;-0.89;0.50:6601.00;4546.00;322.00;-0.07;0.31;0.52:-419.00;-6599.00;-1724.00;-0.02;0.08;-1.01
2184.00;-587.00;-463.00;0.03;0.63;0.23:1221.00;276.00;-456.00;0.21;-0.06;0.82:169.00;851.00;-107.00;0.21;-0.05;0.74:-7457.00;1250.00;-739.00;0.59;-0.92;0.50:6638.00;4096.00;11.00;-0.06;0.29;0.50:-17.00;-6398.00;-1638.00;-0.03;0.06;-1.04
2127.00;-1458.00;-1649.00;0.04;0.61;0.25:769.00;-201.00;-1419.00;0.23;-0.09;0.80:-1038.00;260.00;-987.00;0.22;-0.08;0.73:-7885.00;660.00;-977.00;0.59;-0.95;0.51:6160.00;3104.00;-585.00;-0.05;0.28;0.48:413.00;-6327.00;-1181.00;-0.05;0.04;-1.09
1489.00;-1529.00;-2018.00;0.04;0.59;0.30:600.00;-224.00;-1919.00;0.24;-0.11;0.79:-1084.00;39.00;-1633.00;0.22;-0.10;0.72:-8577.00;269.00;-1255.00;0.61;-0.98;0.52:6016.00;3121.00;-744.00;-0.05;0.27;0.48:731.00;-6777.00;-614.00;-0.06;0.02;-1.14
701.00;-758.00;-1486.00;0.03;0.57;0.36:610.00;250.00;-1332.00;0.25;-0.13;0.79:-739.00;703.00;-1235.00;0.23;-0.12;0.71:-8948.00;824.00;-895.00;0.63;-1.00;0.53:5953.00;3677.00;-822.00;-0.06;0.26;0.49:1023.00;-7450.00;-259.00;-0.07;0.00;-1.19
-63.00;75.00;-767.00;0.04;0.54;0.43:137.00;1129.00;-722.00;0.26;-0.15;0.78:-656.00;1330.00;-1071.00;0.23;-0.15;0.70:-9132.00;1659.00;-548.00;0.61;-1.01;0.54:5890.00;4201.00;-1079.00;-0.06;0.25;0.48:1487.00;-7893.00;283.00;-0.07;-0.02;-1.25
176.00;157.00;-275.00;0.07;0.51;0.48:-324.00;1784.00;-1676.00;0.27;-0.17;0.75:-1273.00;1778.00;-2067.00;0.23;-0.18;0.69:-9256.00;1944.00;-995.00;0.59;-1.01;0.55:5069.00;4937.00;-1370.00;-0.07;0.24;0.47:1756.00;-8097.00;1427.00;-0.08;-0.03;-1.31
814.00;292.00;4.00;0.09;0.49;0.51:-1623.00;2029.00;-3454.00;0.27;-0.18;0.74:-3927.00;1915.00;-3341.00;0.23;-0.20;0.69:-9258.00;1733.00;-1326.00;0.60;-1.03;0.57:3689.00;4537.00;-1817.00;-0.08;0.22;0.46:1748.00;-8219.00;2473.00;-0.08;-0.04;-1.33
119.00;548.00;-45.00;0.10;0.50;0.52:-2158.00;2396.00;-3056.00;0.28;-0.18;0.76:-4658.00;2414.00;-2891.00;0.24;-0.22;0.71:-9263.00;2112.00;-908.00;0.63;-1.04;0.59:2858.00;4755.00;-1677.00;-0.08;0.22;0.48:1908.00;-8305.00;2479.00;-0.07;-0.03;-1.34
-736.00;339.00;-342.00;0.10;0.51;0.54:-1500.00;1953.00;-2244.00;0.29;-0.17;0.77:-3779.00;2653.00;-2001.00;0.25;-0.21;0.72:-9312.00;2641.00;-642.00;0.64;-1.03;0.58:3452.00;4706.00;-1999.00;-0.08;0.24;0.50:1853.00;-8363.00;2001.00;-0.05;-0.02;-1.33
-539.00;342.00;-244.00;0.10;0.53;0.56:-732.00;1033.00;-2306.00;0.29;-0.16;0.78:-2560.00;1803.00;-2196.00;0.25;-0.20;0.72:-8611.00;2130.00;-1119.00;0.62;-1.01;0.57:4912.00;4528.00;-2029.00;-0.09;0.26;0.51:1633.00;-8395.00;1688.00;-0.04;-0.01;-1.33
265.00;330.00;57.00;0.10;0.54;0.58:-398.00;830.00;-2127.00;0.29;-0.15;0.79:-1982.00;960.00;-2587.00;0.24;-0.19;0.72:-8898.00;1302.00;-1503.00;0.62;-1.01;0.57:4928.00;4023.00;-1929.00;-0.10;0.28;0.52:1037.00;-8411.00;1598.00;-0.03;-0.00;-1.33
913.00;261.00;161.00;0.11;0.54;0.58:-682.00;873.00;-2081.00;0.29;-0.15;0.80:-1887.00;737.00;-2440.00;0.25;-0.19;0.73:-9120.00;764.00;-1683.00;0.64;-1.02;0.57:5109.00;3314.00;-1959.00;-0.10;0.29;0.53:690.00;-8421.00;1590.00;-0.03;0.00;-1.33
679.00;359.00;-112.00;0.11;0.55;0.57:-173.00;701.00;-1740.00;0.29;-0.15;0.82:-1478.00;988.00;-1791.00;0.26;-0.19;0.75:-9028.00;1127.00;-1207.00;0.67;-1.03;0.57:5061.00;3505.00;-1458.00;-0.10;0.29;0.55:673.00;-8431.00;1548.00;-0.02;0.01;-1.33
218.00;122.00;-778.00;0.11;0.55;0.56:12.00;898.00;-916.00;0.29;-0.15;0.83:-1272.00;1226.00;-1179.00;0.26;-0.19;0.76:-8838.00;1784.00;-545.00;0.68;-1.02;0.57:4919.00;4104.00;-741.00;-0.11;0.30;0.57:694.00;-8445.00;1427.00;-0.01;0.02;-1.32
220.00;-161.00;-1116.00;0.10;0.56;0.55:503.00;795.00;-819.00;0.29;-0.14;0.82:-857.00;1241.00;-1049.00;0.26;-0.18;0.75:-8362.00;1918.00;-530.00;0.67;-1.02;0.57:5264.00;4438.00;-479.00;-0.11;0.32;0.57:531.00;-8461.00;1382.00;-0.01;0.02;-1.31
626.00;-213.00;-980.00;0.10;0.56;0.55:417.00;558.00;-1206.00;0.29;-0.13;0.82:-489.00;1009.00;-1174.00;0.25;-0.17;0.75:-8158.00;1531.00;-792.00;0.66;-1.01;0.57:5559.00;4276.00;-527.00;-0.12;0.34;0.57:340.00;-8471.00;1271.00;-0.01;0.02;-1.31
983.00;-497.00;-1095.00;0.09;0.57;0.55:124.00;719.00;-1214.00;0.29;-0.13;0.80:-612.00;732.00;-1378.00;0.25;-0.18;0.75:-8327.00;1109.00;-937.00;0.66;-1.02;0.57:5794.00;3845.00;-738.00;-0.13;0.34;0.56:148.00;-8470.00;1118.00;-0.01;0.02;-1.31
257.00;-752.00;-1616.00;0.07;0.57;0.56:-11.00;330.00;-1683.00;0.30;-0.13;0.78:-760.00;535.00;-1415.00;0.25;-0.19;0.74:-8550.00;817.00;-921.00;0.66;-1.02;0.56:5645.00;3496.00;-787.00;-0.13;0.34;0.55:337.00;-8461.00;899.00;-0.01;0.02;-1.31
-874.00;-1199.00;-2341.00;0.04;0.58;0.59:72.00;-572.00;-2289.00;0.30;-0.13;0.77:-987.00;-82.00;-1633.00;0.25;-0.19;0.74:-8640.00;313.00;-1034.00;0.65;-1.02;0.56:5351.00;3468.00;-641.00;-0.13;0.35;0.54:583.00;-8445.00;641.00;-0.01;0.01;-1.32
-955.00;-1232.00;-2067.00;0.02;0.60;0.64:520.00;-930.00;-2313.00;0.30;-0.12;0.75:-798.00;-708.00;-2067.00;0.24;-0.19;0.73:-8503.00;-290.00;-1504.00;0.64;-1.02;0.56:5286.00;3391.00;-746.00;-0.14;0.37;0.53:630.00;-8418.00;731.00;-0.01;0.01;-1.34
1849.00;688.00;1059.00;0.01;0.62;0.67:389.00;-346.00;-2252.00;0.30;-0.11;0.74:-485.00;-373.00;-2028.00;0.23;-0.18;0.74:-8272.00;-36.00;-1419.00;0.64;-1.01;0.58:5080.00;3360.00;-822.00;-0.16;0.39;0.52:195.00;-8393.00;1381.00;-0.01;0.01;-1.35
1711.00;609.00;532.00;0.01;0.61;0.65:-302.00;1793.00;-555.00;0.30;-0.12;0.75:-1332.00;800.00;-1555.00;0.23;-0.19;0.76:-8538.00;767.00;-825.00;0.67;-1.02;0.60:5184.00;2436.00;-1373.00;-0.17;0.40;0.52:-682.00;-8378.00;2401.00;-0.02;-0.00;-1.36
1068.00;407.00;-126.00;0.01;0.60;0.65:-157.00;2483.00;338.00;0.32;-0.15;0.76:-2074.00;2136.00;-554.00;0.26;-0.22;0.77:-8804.00;1806.00;-188.00;0.72;-1.05;0.60:4552.00;3106.00;-946.00;-0.15;0.37;0.55:120.00;-8370.00;2891.00;-0.02;0.00;-1.36
488.00;320.00;-358.00;0.00;0.60;0.65:-38.00;1612.00;-675.00;0.34;-0.17;0.75:-1606.00;2157.00;-502.00;0.28;-0.24;0.77:-8714.00;2825.00;544.00;0.75;-1.07;0.59:4009.00;4621.00;38.00;-0.13;0.35;0.58:947.00;-8369.00;2987.00;-0.02;0.01;-1.36
434.00;363.00;-63.00;0.01;0.60;0.66:-295.00;1524.00;-834.00;0.35;-0.18;0.75:-1640.00;1831.00;-831.00;0.29;-0.25;0.77:-8879.00;2920.00;700.00;0.76;-1.08;0.59:3387.00;4777.00;233.00;-0.12;0.34;0.59:1162.00;-8375.00;3067.00;-0.01;0.01;-1.36
1017.00;967.00;936.00;0.03;0.59;0.66:-531.00;2154.00;-165.00;0.36;-0.18;0.74:-2634.00;1956.00;-903.00;0.30;-0.26;0.78:-8969.00;2507.00;331.00;0.78;-1.09;0.59:3125.00;3659.00;-318.00;-0.11;0.33;0.60:810.00;-8395.00;2844.00;-0.01;0.02;-1.35
2423.00;1466.00;1749.00;0.05;0.58;0.62:-508.00;1971.00;-397.00;0.37;-0.20;0.74:-2525.00;1605.00;-1173.00;0.32;-0.27;0.78:-8970.00;1831.00;-345.00;0.82;-1.11;0.56:4010.00;2523.00;-958.00;-0.08;0.32;0.64:684.00;-8415.00;2501.00;-0.01;0.03;-1.34
+ 41
2109.00;1655.00;1445.00;0.05;0.56;0.54:394.00;1282.00;-285.00;0.39;-0.24;0.76:-999.00;1299.00;-1120.00;0.36;-0.30;0.80:-8863.00;2109.00;-381.00;0.92;-1.15;0.54:4109.00;2411.00;-763.00;-0.05;0.28;0.70:1211.00;-8471.00;1702.00;-0.01;0.05;-1.31
1023.00;2007.00;476.00;0.03;0.53;0.44:283.00;410.00;-661.00;0.39;-0.25;0.77:-1046.00;871.00;-818.00;0.37;-0.31;0.81:-28253.00;-6955.00;9197.00;3.14;-3.14;-2.64:4296.00;3095.00;88.00;-0.04;0.27;0.74:1445.00;-8498.00;1265.00;-0.01;0.06;-1.30
-212.00;1412.00;-1106.00;0.02;0.49;0.36:-19867.00;31978.00;-15346.00;3.14;0.02;0.00:-484.00;-254.00;-1202.00;0.38;-0.31;0.81:-8838.00;2652.00;530.00;0.96;-1.17;0.53:4929.00;2721.00;76.00;-0.03;0.27;0.75:1595.00;-8541.00;547.00;-0.01;0.07;-1.28
-427.00;-555.00;-2570.00;0.03;0.46;0.31:-793.00;-228.00;-1369.00;0.39;-0.27;0.76:-477.00;-1085.00;-1610.00;0.39;-0.33;0.82:-8790.00;1709.00;-16.00;0.96;-1.17;0.52:5633.00;1705.00;-357.00;-0.02;0.26;0.75:1734.00;-8419.00;177.00;-0.01;0.08;-1.27
-591.00;-1957.00;-3301.00;0.02;0.45;0.29:-750.00;-500.00;-1647.00;0.40;-0.27;0.75:-535.00;-1140.00;-1422.00;0.40;-0.36;0.85:-8593.00;769.00;-500.00;1.00;-1.19;0.51:5562.00;1475.00;-454.00;-0.02;0.25;0.75:1643.00;-8409.00;40.00;-0.00;0.08;-1.27
- 41
-717.00;-1775.00;-2575.00;0.01;0.47;0.31:-4184.00;22451.00;-22720.00;-1.95;0.38;-1.22:-383.00;-1049.00;-1304.00;0.42;-0.38;0.88:-8598.00;921.00;-319.00;1.04;-1.22;0.51:4894.00;1721.00;-492.00;-0.02;0.24;0.74:1805.00;-8484.00;-75.00;0.00;0.09;-1.28
-686.00;-1213.00;-1690.00;-0.01;0.49;0.33:201.00;-271.00;-1371.00;0.41;-0.27;0.70:-804.00;-189.00;-614.00;0.42;-0.40;0.90:-8623.00;1534.00;-33.00;1.05;-1.23;0.51:4639.00;1753.00;-630.00;-0.03;0.25;0.74:1689.00;-8522.00;-97.00;0.00;0.09;-1.28
-597.00;-736.00;-1161.00;-0.02;0.50;0.34:303.00;-136.00;-1553.00;0.40;-0.26;0.67:-971.00;290.00;-422.00;0.42;-0.41;0.92:-8605.00;1981.00;105.00;1.05;-1.23;0.53:4310.00;1723.00;-743.00;-0.04;0.27;0.73:1625.00;-8543.00;23.00;0.01;0.09;-1.28
-401.00;-601.00;-906.00;-0.03;0.53;0.35:200.00;258.00;-1472.00;0.39;-0.26;0.65:-1164.00;364.00;-711.00;0.41;-0.40;0.92:-25791.00;-12344.00;19780.00;-0.40;-2.86;3.08:4538.00;1526.00;-821.00;-0.06;0.29;0.73:1398.00;-8559.00;255.00;0.01;0.09;-1.28
169.00;-423.00;-514.00;-0.04;0.55;0.37:130.00;376.00;-1463.00;0.38;-0.25;0.64:-1524.00;354.00;-983.00;0.41;-0.40;0.92:-8698.00;1414.00;-504.00;1.03;-1.21;0.57:4523.00;1377.00;-777.00;-0.07;0.31;0.74:1115.00;-8572.00;453.00;0.01;0.09;-1.28
489.00;-254.00;-287.00;-0.06;0.57;0.38:-2.00;376.00;-1575.00;0.38;-0.25;0.63:-1994.00;266.00;-1260.00;0.41;-0.40;0.92:-8733.00;1281.00;-739.00;1.03;-1.20;0.57:4569.00;1501.00;-666.00;-0.08;0.32;0.75:1054.00;-8578.00;601.00;0.02;0.10;-1.28
280.00;30.00;-214.00;-0.08;0.58;0.40:-302.00;353.00;-1745.00;0.38;-0.26;0.62:-2378.00;268.00;-1402.00;0.41;-0.39;0.92:-8749.00;1570.00;-647.00;1.03;-1.20;0.58:4490.00;1681.00;-464.00;-0.10;0.33;0.76:1078.00;-8580.00;790.00;0.02;0.10;-1.28
283.00;209.00;81.00;-0.09;0.60;0.41:-659.00;507.00;-1667.00;0.38;-0.26;0.63:-1782.00;411.00;-1426.00;0.41;-0.37;0.92:-8780.00;1840.00;-732.00;1.03;-1.19;0.57:4007.00;2037.00;-354.00;-0.11;0.33;0.78:1131.00;-8582.00;910.00;0.03;0.11;-1.28
369.00;294.00;267.00;-0.10;0.60;0.42:30.00;509.00;-1311.00;0.38;-0.26;0.63:-755.00;778.00;-1081.00;0.40;-0.36;0.92:-8396.00;2845.00;-254.00;1.03;-1.18;0.57:4446.00;2652.00;-174.00;-0.12;0.34;0.80:1101.00;-8585.00;927.00;0.03;0.11;-1.28
356.00;60.00;-3.00;-0.10;0.61;0.43:-3.00;888.00;-704.00;0.38;-0.26;0.64:-602.00;879.00;-863.00;0.40;-0.35;0.91:-8559.00;3257.00;222.00;1.03;-1.18;0.58:4402.00;2404.00;-298.00;-0.13;0.34;0.80:986.00;-8586.00;904.00;0.03;0.11;-1.28
502.00;-66.00;-182.00;-0.10;0.62;0.43:128.00;1300.00;-85.00;0.38;-0.26;0.63:-432.00;994.00;-619.00;0.40;-0.35;0.91:-8607.00;2756.00;5.00;1.04;-1.19;0.58:4079.00;1845.00;-437.00;-0.13;0.34;0.80:900.00;-8577.00;882.00;0.03;0.11;-1.28
